,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
47347,446064,Cash loans,M,N,Y,0,450000.0,195543.0,12627.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-13454,-486,-4429.0,-4429,,1,1,0,1,0,0,Drivers,2.0,2,2,TUESDAY,13,0,0,0,1,1,0,Other,,0.5103328448779538,,,,0.9692,,,,0.0345,0.0417,,0.0091,,0.0114,,,,,0.9692,,,,0.0345,0.0417,,0.0093,,0.0119,,,,,0.9692,,,,0.0345,0.0417,,0.0092,,0.0116,,,,block of flats,0.0115,,Yes,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
10425,175677,Cash loans,F,N,Y,0,360000.0,781920.0,34573.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-19158,-3031,-8641.0,-2709,,1,1,0,1,1,1,Sales staff,1.0,2,2,THURSDAY,6,0,0,0,0,0,0,Trade: type 7,,0.6693285132510364,0.520897599048938,0.0928,0.0824,0.9776,0.6940000000000001,0.0395,0.0,0.2069,0.1667,0.2083,0.14400000000000002,0.0748,0.0874,0.0039,0.0032,0.0945,0.0855,0.9777,0.706,0.0399,0.0,0.2069,0.1667,0.2083,0.1472,0.0817,0.0911,0.0039,0.0034,0.0937,0.0824,0.9776,0.6981,0.0398,0.0,0.2069,0.1667,0.2083,0.1465,0.0761,0.08900000000000001,0.0039,0.0033,,block of flats,0.091,Panel,No,0.0,0.0,0.0,0.0,-613.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
47643,448189,Cash loans,M,N,Y,0,225000.0,1318500.0,42664.5,1318500.0,,Pensioner,Higher education,Married,House / apartment,0.014519999999999996,-22605,365243,-14292.0,-4332,,1,0,0,1,1,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,0.78173404807964,0.4969185934310873,0.8027454758994178,0.032,0.0819,0.9617,0.4764,,0.0,0.1379,0.125,0.1667,0.0579,0.0261,0.0535,0.0,0.0,0.0326,0.085,0.9618,0.4969,,0.0,0.1379,0.125,0.1667,0.0592,0.0285,0.0558,0.0,0.0,0.0323,0.0819,0.9617,0.4834,,0.0,0.1379,0.125,0.1667,0.0589,0.0265,0.0545,0.0,0.0,reg oper account,block of flats,0.0421,"Stone, brick",No,0.0,0.0,0.0,0.0,-1885.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
24791,280548,Cash loans,F,N,Y,1,135000.0,122521.5,11367.0,99000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-14223,-373,-4016.0,-1804,,1,1,1,1,1,0,Sales staff,3.0,2,2,TUESDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.4260865599841155,0.5032273071148766,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
22636,264574,Cash loans,M,N,Y,0,270000.0,431280.0,22018.5,360000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.025164,-11997,-5352,-90.0,-4096,,1,1,1,1,0,0,Managers,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Emergency,0.1958277511034071,0.43438072718223997,,0.1124,0.0563,0.9975,0.966,0.022000000000000002,0.12,0.1034,0.375,0.4167,0.0146,0.0883,0.1143,0.0154,0.0226,0.1145,0.0584,0.9975,0.9673,0.0223,0.1208,0.1034,0.375,0.4167,0.0149,0.0964,0.1191,0.0156,0.0239,0.1135,0.0563,0.9975,0.9665,0.0222,0.12,0.1034,0.375,0.4167,0.0148,0.0898,0.1164,0.0155,0.0231,reg oper account,block of flats,0.1248,Panel,No,0.0,0.0,0.0,0.0,-823.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
29008,311399,Cash loans,F,N,Y,0,135000.0,454500.0,25375.5,454500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.028663,-13157,-5472,-2591.0,-4045,,1,1,0,1,0,0,Managers,2.0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 2,0.7330678392055391,0.6482957431314235,0.21155076420525776,0.1918,0.2014,0.9955,,,0.18,0.1552,0.3542,0.375,0.0506,0.1706,0.2275,0.0077,0.0078,0.1754,0.209,0.995,,,0.1611,0.1379,0.3333,0.375,0.0518,0.1864,0.1925,0.0078,0.0074,0.1936,0.2014,0.9955,,,0.18,0.1552,0.3542,0.375,0.0515,0.1736,0.2316,0.0078,0.008,reg oper account,block of flats,0.1906,"Stone, brick",No,2.0,1.0,2.0,1.0,-2171.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
16995,223064,Cash loans,F,Y,N,0,238500.0,746280.0,41800.5,675000.0,Children,State servant,Higher education,Married,House / apartment,0.014464,-13146,-1762,-2912.0,-900,8.0,1,1,1,1,0,0,High skill tech staff,2.0,2,2,MONDAY,3,0,0,0,1,1,1,Security Ministries,0.3198178558531587,0.4642330455043243,0.6754132910917112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-492.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
2896,120325,Cash loans,F,N,N,0,67500.0,450000.0,16164.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014464,-20848,365243,-2661.0,-4350,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,7,0,0,0,0,0,0,XNA,,0.5352430876880968,0.5172965813614878,0.0619,0.0307,0.9747,,,0.0,0.1034,0.1667,,0.0126,,0.0467,,0.0258,0.063,0.0318,0.9747,,,0.0,0.1034,0.1667,,0.0129,,0.0486,,0.0274,0.0625,0.0307,0.9747,,,0.0,0.1034,0.1667,,0.0128,,0.0475,,0.0264,,block of flats,0.045,"Stone, brick",No,2.0,0.0,2.0,0.0,-576.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
36245,365252,Cash loans,F,N,N,0,157500.0,360000.0,37017.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.018029,-22209,365243,-13227.0,-5081,,1,0,0,1,0,0,,1.0,3,3,THURSDAY,9,0,0,0,0,0,0,XNA,0.7069930303000082,0.14829140748259048,0.3077366963789207,0.0928,,0.9816,,,0.0,0.2069,0.1667,,,,0.085,,0.0,0.0945,,0.9816,,,0.0,0.2069,0.1667,,,,0.0886,,0.0,0.0937,,0.9816,,,0.0,0.2069,0.1667,,,,0.0865,,0.0,,block of flats,0.0669,Panel,No,0.0,0.0,0.0,0.0,-1930.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
1519,110865,Cash loans,F,N,Y,0,51300.0,271066.5,16713.0,234000.0,,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.020246,-22423,365243,-13359.0,-4356,,1,0,0,1,0,0,,1.0,3,3,MONDAY,7,0,0,0,0,0,0,XNA,0.3916288821689263,0.030550577677611164,0.5814837058057234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2183.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
36965,370518,Cash loans,F,N,Y,1,90000.0,780844.5,34524.0,621000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018634,-16463,-3324,-8270.0,-10,,1,1,0,1,1,0,Cooking staff,3.0,2,2,FRIDAY,9,0,0,0,0,0,0,School,,0.13591773258377993,0.5762088360175724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
36091,364105,Cash loans,F,N,N,1,112500.0,260640.0,24034.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-12364,-603,-4135.0,-4135,,1,1,0,1,0,0,,3.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.6395064105155862,0.3539876078507373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
35896,362661,Cash loans,M,N,N,0,67500.0,633730.5,26977.5,504000.0,Unaccompanied,Pensioner,Academic degree,Married,House / apartment,0.009657,-22392,365243,-9571.0,-4844,,1,0,0,1,0,1,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.623745510388968,0.4083588531230431,0.1082,0.0527,0.9851,0.7959999999999999,0.0117,0.0,0.2414,0.1667,0.2083,0.044000000000000004,0.0883,0.0987,0.0,0.0,0.1103,0.0547,0.9851,0.804,0.0118,0.0,0.2414,0.1667,0.2083,0.045,0.0964,0.1029,0.0,0.0,0.1093,0.0527,0.9851,0.7987,0.0118,0.0,0.2414,0.1667,0.2083,0.0448,0.0898,0.1005,0.0,0.0,reg oper account,block of flats,0.0841,"Stone, brick",No,5.0,0.0,5.0,0.0,-2031.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0
8510,162235,Cash loans,F,N,Y,1,225000.0,135000.0,10444.5,135000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.04622,-10575,-1068,-4976.0,-1338,,1,1,1,1,0,0,Core staff,3.0,1,1,THURSDAY,14,0,1,1,1,1,1,Bank,0.4202371413204178,0.6442716185753788,0.23791607950711405,0.0371,0.0,0.9588,0.4356,0.0,0.0,0.2069,0.0833,0.125,0.0,0.0303,0.0488,0.0,0.0,0.0378,0.0,0.9588,0.4577,0.0,0.0,0.2069,0.0833,0.125,0.0,0.0331,0.0509,0.0,0.0,0.0375,0.0,0.9588,0.4431,0.0,0.0,0.2069,0.0833,0.125,0.0,0.0308,0.0497,0.0,0.0,reg oper account,block of flats,0.0384,Panel,No,0.0,0.0,0.0,0.0,-2009.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
31130,326201,Cash loans,M,N,Y,0,135000.0,247500.0,19683.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-19315,-2023,-8097.0,-2857,,1,1,0,1,0,0,,2.0,3,3,SUNDAY,7,0,0,0,0,0,0,Business Entity Type 1,,0.205333071586784,0.5919766183185521,0.0825,0.083,0.9717,0.6124,0.0699,0.0,0.1379,0.1667,0.2083,0.0436,0.0672,0.0641,0.0,0.0,0.084,0.0861,0.9717,0.6276,0.0705,0.0,0.1379,0.1667,0.2083,0.0446,0.0735,0.0667,0.0,0.0,0.0833,0.083,0.9717,0.6176,0.0703,0.0,0.1379,0.1667,0.2083,0.0444,0.0684,0.0652,0.0,0.0,reg oper account,block of flats,0.0909,"Stone, brick",No,0.0,0.0,0.0,0.0,-609.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
